"# Channel 1"
"# Trace 2"
Frequency, Formatted Data, Formatted Data
+2.09514287500E+009, -7.32849414894E-001, +0.00000000000E+000
+2.09764268750E+009, -7.36525944844E-001, +0.00000000000E+000
+2.10014250000E+009, -7.39112558383E-001, +0.00000000000E+000
+2.10264231250E+009, -7.41733017479E-001, +0.00000000000E+000
+2.10514212500E+009, -7.44564882918E-001, +0.00000000000E+000
+2.10764193750E+009, -7.46395286646E-001, +0.00000000000E+000
+2.11014175000E+009, -7.49110114193E-001, +0.00000000000E+000
+2.11264156250E+009, -7.52342778273E-001, +0.00000000000E+000
+2.11514137500E+009, -7.53989454221E-001, +0.00000000000E+000
+2.11764118750E+009, -7.57278738444E-001, +0.00000000000E+000
+2.12014100000E+009, -7.60523988057E-001, +0.00000000000E+000
+2.12264081250E+009, -7.62569910615E-001, +0.00000000000E+000
+2.12514062500E+009, -7.64571388316E-001, +0.00000000000E+000
+2.12764043750E+009, -7.67608761507E-001, +0.00000000000E+000
+2.13014025000E+009, -7.68243900500E-001, +0.00000000000E+000
+2.13264006250E+009, -7.74501621562E-001, +0.00000000000E+000
+2.13513987500E+009, -7.78486638751E-001, +0.00000000000E+000
+2.13763968750E+009, -7.79773326177E-001, +0.00000000000E+000
+2.14013950000E+009, -7.82346232884E-001, +0.00000000000E+000
+2.14263931250E+009, -7.88148295035E-001, +0.00000000000E+000
+2.14513912500E+009, -7.90806012383E-001, +0.00000000000E+000
+2.14763893750E+009, -7.93411496021E-001, +0.00000000000E+000
+2.15013875000E+009, -7.97739630047E-001, +0.00000000000E+000
+2.15263856250E+009, -8.01504044536E-001, +0.00000000000E+000
+2.15513837500E+009, -8.05377592318E-001, +0.00000000000E+000
+2.15763818750E+009, -8.08474320062E-001, +0.00000000000E+000
+2.16013800000E+009, -8.12041602664E-001, +0.00000000000E+000
+2.16263781250E+009, -8.14350724759E-001, +0.00000000000E+000
+2.16513762500E+009, -8.18389880594E-001, +0.00000000000E+000
+2.16763743750E+009, -8.20827995301E-001, +0.00000000000E+000
+2.17013725000E+009, -8.26154449870E-001, +0.00000000000E+000
+2.17263706250E+009, -8.31931200029E-001, +0.00000000000E+000
+2.17513687500E+009, -8.33451315770E-001, +0.00000000000E+000
+2.17763668750E+009, -8.37193935130E-001, +0.00000000000E+000
+2.18013650000E+009, -8.41945113338E-001, +0.00000000000E+000
+2.18263631250E+009, -8.44877596645E-001, +0.00000000000E+000
+2.18513612500E+009, -8.48288132670E-001, +0.00000000000E+000
+2.18763593750E+009, -8.52863915139E-001, +0.00000000000E+000
+2.19013575000E+009, -8.58133607450E-001, +0.00000000000E+000
+2.19263556250E+009, -8.62923621685E-001, +0.00000000000E+000
+2.19513537500E+009, -8.64989101280E-001, +0.00000000000E+000
+2.19763518750E+009, -8.69188709340E-001, +0.00000000000E+000
+2.20013500000E+009, -8.74034404018E-001, +0.00000000000E+000
+2.20263481250E+009, -8.76967523697E-001, +0.00000000000E+000
+2.20513462500E+009, -8.81265794147E-001, +0.00000000000E+000
+2.20763443750E+009, -8.85178660182E-001, +0.00000000000E+000
+2.21013425000E+009, -8.90323064671E-001, +0.00000000000E+000
+2.21263406250E+009, -8.93947007644E-001, +0.00000000000E+000
+2.21513387500E+009, -8.99061387450E-001, +0.00000000000E+000
+2.21763368750E+009, -9.00819449426E-001, +0.00000000000E+000
+2.22013350000E+009, -9.04972730389E-001, +0.00000000000E+000
+2.22263331250E+009, -9.11314915236E-001, +0.00000000000E+000
+2.22513312500E+009, -9.16185776664E-001, +0.00000000000E+000
+2.22763293750E+009, -9.20382395295E-001, +0.00000000000E+000
+2.23013275000E+009, -9.23908176754E-001, +0.00000000000E+000
+2.23263256250E+009, -9.28277519590E-001, +0.00000000000E+000
+2.23513237500E+009, -9.33818173874E-001, +0.00000000000E+000
+2.23763218750E+009, -9.39574986831E-001, +0.00000000000E+000
+2.24013200000E+009, -9.44061589112E-001, +0.00000000000E+000
+2.24263181250E+009, -9.50742403237E-001, +0.00000000000E+000
+2.24513162500E+009, -9.53362434415E-001, +0.00000000000E+000
+2.24763143750E+009, -9.60886074245E-001, +0.00000000000E+000
+2.25013125000E+009, -9.64827362345E-001, +0.00000000000E+000
+2.25263106250E+009, -9.72007482255E-001, +0.00000000000E+000
+2.25513087500E+009, -9.76766941059E-001, +0.00000000000E+000
+2.25763068750E+009, -9.84262166500E-001, +0.00000000000E+000
+2.26013050000E+009, -9.90384448127E-001, +0.00000000000E+000
+2.26263031250E+009, -9.98062717187E-001, +0.00000000000E+000
+2.26513012500E+009, -1.00549250734E+000, +0.00000000000E+000
+2.26762993750E+009, -1.01129011499E+000, +0.00000000000E+000
+2.27012975000E+009, -1.01807323017E+000, +0.00000000000E+000
+2.27262956250E+009, -1.02441935569E+000, +0.00000000000E+000
+2.27512937500E+009, -1.03303752387E+000, +0.00000000000E+000
+2.27762918750E+009, -1.04045993961E+000, +0.00000000000E+000
+2.28012900000E+009, -1.04734430722E+000, +0.00000000000E+000
+2.28262881250E+009, -1.05238855692E+000, +0.00000000000E+000
+2.28512862500E+009, -1.06119265244E+000, +0.00000000000E+000
+2.28762843750E+009, -1.06574406121E+000, +0.00000000000E+000
+2.29012825000E+009, -1.07540615941E+000, +0.00000000000E+000
+2.29262806250E+009, -1.08269371434E+000, +0.00000000000E+000
+2.29512787500E+009, -1.08983134975E+000, +0.00000000000E+000
+2.29762768750E+009, -1.09755466556E+000, +0.00000000000E+000
+2.30012750000E+009, -1.10530874902E+000, +0.00000000000E+000
+2.30262731250E+009, -1.11188310419E+000, +0.00000000000E+000
+2.30512712500E+009, -1.11944016578E+000, +0.00000000000E+000
+2.30762693750E+009, -1.12886171424E+000, +0.00000000000E+000
+2.31012675000E+009, -1.13589726142E+000, +0.00000000000E+000
+2.31262656250E+009, -1.14318389060E+000, +0.00000000000E+000
+2.31512637500E+009, -1.15165760813E+000, +0.00000000000E+000
+2.31762618750E+009, -1.16028466129E+000, +0.00000000000E+000
+2.32012600000E+009, -1.16955403922E+000, +0.00000000000E+000
+2.32262581250E+009, -1.17728340864E+000, +0.00000000000E+000
+2.32512562500E+009, -1.18559310254E+000, +0.00000000000E+000
+2.32762543750E+009, -1.19425867080E+000, +0.00000000000E+000
+2.33012525000E+009, -1.20181955337E+000, +0.00000000000E+000
+2.33262506250E+009, -1.21126734703E+000, +0.00000000000E+000
+2.33512487500E+009, -1.21976318387E+000, +0.00000000000E+000
+2.33762468750E+009, -1.23002608328E+000, +0.00000000000E+000
+2.34012450000E+009, -1.23955508305E+000, +0.00000000000E+000
+2.34262431250E+009, -1.24985552990E+000, +0.00000000000E+000
+2.34512412500E+009, -1.26150454046E+000, +0.00000000000E+000
+2.34762393750E+009, -1.27139675790E+000, +0.00000000000E+000
+2.35012375000E+009, -1.28173960033E+000, +0.00000000000E+000
+2.35262356250E+009, -1.29013216755E+000, +0.00000000000E+000
+2.35512337500E+009, -1.30361127802E+000, +0.00000000000E+000
+2.35762318750E+009, -1.31335343627E+000, +0.00000000000E+000
+2.36012300000E+009, -1.32426705778E+000, +0.00000000000E+000
+2.36262281250E+009, -1.33640468275E+000, +0.00000000000E+000
+2.36512262500E+009, -1.34896854549E+000, +0.00000000000E+000
+2.36762243750E+009, -1.36215440455E+000, +0.00000000000E+000
+2.37012225000E+009, -1.37424285874E+000, +0.00000000000E+000
+2.37262206250E+009, -1.38563101914E+000, +0.00000000000E+000
+2.37512187500E+009, -1.39852384145E+000, +0.00000000000E+000
+2.37762168750E+009, -1.41078828401E+000, +0.00000000000E+000
+2.38012150000E+009, -1.42225470419E+000, +0.00000000000E+000
+2.38262131250E+009, -1.43614192728E+000, +0.00000000000E+000
+2.38512112500E+009, -1.44699716070E+000, +0.00000000000E+000
+2.38762093750E+009, -1.46058654368E+000, +0.00000000000E+000
+2.39012075000E+009, -1.47455266332E+000, +0.00000000000E+000
+2.39262056250E+009, -1.48690425771E+000, +0.00000000000E+000
+2.39512037500E+009, -1.49954803149E+000, +0.00000000000E+000
+2.39762018750E+009, -1.51248637552E+000, +0.00000000000E+000
+2.40012000000E+009, -1.52506322877E+000, +0.00000000000E+000
+2.40261981250E+009, -1.54060175634E+000, +0.00000000000E+000
+2.40511962500E+009, -1.55199371080E+000, +0.00000000000E+000
+2.40761943750E+009, -1.56694660844E+000, +0.00000000000E+000
+2.41011925000E+009, -1.57925781575E+000, +0.00000000000E+000
+2.41261906250E+009, -1.59189107716E+000, +0.00000000000E+000
+2.41511887500E+009, -1.60684659295E+000, +0.00000000000E+000
+2.41761868750E+009, -1.62164838572E+000, +0.00000000000E+000
+2.42011850000E+009, -1.63379014361E+000, +0.00000000000E+000
+2.42261831250E+009, -1.65022308546E+000, +0.00000000000E+000
+2.42511812500E+009, -1.66467844625E+000, +0.00000000000E+000
+2.42761793750E+009, -1.68011939880E+000, +0.00000000000E+000
+2.43011775000E+009, -1.69360715126E+000, +0.00000000000E+000
+2.43261756250E+009, -1.70941845854E+000, +0.00000000000E+000
+2.43511737500E+009, -1.72569811273E+000, +0.00000000000E+000
+2.43761718750E+009, -1.74072853173E+000, +0.00000000000E+000
+2.44011700000E+009, -1.75858049878E+000, +0.00000000000E+000
+2.44261681250E+009, -1.77374894684E+000, +0.00000000000E+000
+2.44511662500E+009, -1.79204190824E+000, +0.00000000000E+000
+2.44761643750E+009, -1.81197746183E+000, +0.00000000000E+000
+2.45011625000E+009, -1.82862293938E+000, +0.00000000000E+000
+2.45261606250E+009, -1.84648330645E+000, +0.00000000000E+000
+2.45511587500E+009, -1.86597229461E+000, +0.00000000000E+000
+2.45761568750E+009, -1.88653969567E+000, +0.00000000000E+000
+2.46011550000E+009, -1.90467550479E+000, +0.00000000000E+000
+2.46261531250E+009, -1.92414394665E+000, +0.00000000000E+000
+2.46511512500E+009, -1.94591935183E+000, +0.00000000000E+000
+2.46761493750E+009, -1.96612641473E+000, +0.00000000000E+000
+2.47011475000E+009, -1.98666061289E+000, +0.00000000000E+000
+2.47261456250E+009, -2.01150793485E+000, +0.00000000000E+000
+2.47511437500E+009, -2.03176048218E+000, +0.00000000000E+000
+2.47761418750E+009, -2.05326186511E+000, +0.00000000000E+000
+2.48011400000E+009, -2.07757105005E+000, +0.00000000000E+000
+2.48261381250E+009, -2.09788573230E+000, +0.00000000000E+000
+2.48511362500E+009, -2.12251896990E+000, +0.00000000000E+000
+2.48761343750E+009, -2.14606788696E+000, +0.00000000000E+000
+2.49011325000E+009, -2.17292654606E+000, +0.00000000000E+000
+2.49261306250E+009, -2.19645282929E+000, +0.00000000000E+000
+2.49511287500E+009, -2.22156715819E+000, +0.00000000000E+000
+2.49761268750E+009, -2.24724613296E+000, +0.00000000000E+000
+2.50011250000E+009, -2.27235290444E+000, +0.00000000000E+000
+2.50261231250E+009, -2.30124156802E+000, +0.00000000000E+000
+2.50511212500E+009, -2.32926984009E+000, +0.00000000000E+000
+2.50761193750E+009, -2.35618175104E+000, +0.00000000000E+000
+2.51011175000E+009, -2.38526859075E+000, +0.00000000000E+000
+2.51261156250E+009, -2.41588016426E+000, +0.00000000000E+000
+2.51511137500E+009, -2.44473538284E+000, +0.00000000000E+000
+2.51761118750E+009, -2.47330147389E+000, +0.00000000000E+000
+2.52011100000E+009, -2.50336455444E+000, +0.00000000000E+000
+2.52261081250E+009, -2.53501352730E+000, +0.00000000000E+000
+2.52511062500E+009, -2.56759034425E+000, +0.00000000000E+000
+2.52761043750E+009, -2.60185584047E+000, +0.00000000000E+000
+2.53011025000E+009, -2.63385624002E+000, +0.00000000000E+000
+2.53261006250E+009, -2.66584071628E+000, +0.00000000000E+000
+2.53510987500E+009, -2.70130506061E+000, +0.00000000000E+000
+2.53760968750E+009, -2.73899515364E+000, +0.00000000000E+000
+2.54010950000E+009, -2.77492625374E+000, +0.00000000000E+000
+2.54260931250E+009, -2.81374901563E+000, +0.00000000000E+000
+2.54510912500E+009, -2.84995189345E+000, +0.00000000000E+000
+2.54760893750E+009, -2.89082447258E+000, +0.00000000000E+000
+2.55010875000E+009, -2.92813123286E+000, +0.00000000000E+000
+2.55260856250E+009, -2.96936879512E+000, +0.00000000000E+000
+2.55510837500E+009, -3.00958396908E+000, +0.00000000000E+000
+2.55760818750E+009, -3.05014069757E+000, +0.00000000000E+000
+2.56010800000E+009, -3.08989217876E+000, +0.00000000000E+000
+2.56260781250E+009, -3.13530436996E+000, +0.00000000000E+000
+2.56510762500E+009, -3.17615487331E+000, +0.00000000000E+000
+2.56760743750E+009, -3.21846572080E+000, +0.00000000000E+000
+2.57010725000E+009, -3.26238775954E+000, +0.00000000000E+000
+2.57260706250E+009, -3.30608357496E+000, +0.00000000000E+000
+2.57510687500E+009, -3.35153970824E+000, +0.00000000000E+000
+2.57760668750E+009, -3.39721855269E+000, +0.00000000000E+000
+2.58010650000E+009, -3.44158385661E+000, +0.00000000000E+000
+2.58260631250E+009, -3.49052764198E+000, +0.00000000000E+000
+2.58510612500E+009, -3.53915173734E+000, +0.00000000000E+000
+2.58760593750E+009, -3.58728456279E+000, +0.00000000000E+000
+2.59010575000E+009, -3.63338210266E+000, +0.00000000000E+000
+2.59260556250E+009, -3.68282344790E+000, +0.00000000000E+000
+2.59510537500E+009, -3.73273235802E+000, +0.00000000000E+000
+2.59760518750E+009, -3.78291508239E+000, +0.00000000000E+000
+2.60010500000E+009, -3.83509738115E+000, +0.00000000000E+000
+2.60260481250E+009, -3.88678270464E+000, +0.00000000000E+000
+2.60510462500E+009, -3.93783866361E+000, +0.00000000000E+000
+2.60760443750E+009, -3.99248321582E+000, +0.00000000000E+000
+2.61010425000E+009, -4.04551486048E+000, +0.00000000000E+000
+2.61260406250E+009, -4.10085411648E+000, +0.00000000000E+000
+2.61510387500E+009, -4.15459023151E+000, +0.00000000000E+000
+2.61760368750E+009, -4.21266547637E+000, +0.00000000000E+000
+2.62010350000E+009, -4.27032082329E+000, +0.00000000000E+000
+2.62260331250E+009, -4.32958200765E+000, +0.00000000000E+000
+2.62510312500E+009, -4.38948244466E+000, +0.00000000000E+000
+2.62760293750E+009, -4.44948775047E+000, +0.00000000000E+000
+2.63010275000E+009, -4.51162224072E+000, +0.00000000000E+000
+2.63260256250E+009, -4.57589182339E+000, +0.00000000000E+000
+2.63510237500E+009, -4.63855225321E+000, +0.00000000000E+000
+2.63760218750E+009, -4.70507265551E+000, +0.00000000000E+000
+2.64010200000E+009, -4.77322824101E+000, +0.00000000000E+000
+2.64260181250E+009, -4.84061977099E+000, +0.00000000000E+000
+2.64510162500E+009, -4.91129781550E+000, +0.00000000000E+000
+2.64760143750E+009, -4.98008947582E+000, +0.00000000000E+000
+2.65010125000E+009, -5.05277541900E+000, +0.00000000000E+000
+2.65260106250E+009, -5.12818649671E+000, +0.00000000000E+000
+2.65510087500E+009, -5.20352565908E+000, +0.00000000000E+000
+2.65760068750E+009, -5.27544362892E+000, +0.00000000000E+000
+2.66010050000E+009, -5.35519948611E+000, +0.00000000000E+000
+2.66260031250E+009, -5.43077030333E+000, +0.00000000000E+000
+2.66510012500E+009, -5.51130004092E+000, +0.00000000000E+000
+2.66759993750E+009, -5.58957150969E+000, +0.00000000000E+000
+2.67009975000E+009, -5.67162817178E+000, +0.00000000000E+000
+2.67259956250E+009, -5.75720177804E+000, +0.00000000000E+000
+2.67509937500E+009, -5.84506586266E+000, +0.00000000000E+000
+2.67759918750E+009, -5.93374437670E+000, +0.00000000000E+000
+2.68009900000E+009, -6.02135312554E+000, +0.00000000000E+000
+2.68259881250E+009, -6.11276357897E+000, +0.00000000000E+000
+2.68509862500E+009, -6.20393529026E+000, +0.00000000000E+000
+2.68759843750E+009, -6.29823596548E+000, +0.00000000000E+000
+2.69009825000E+009, -6.38998209202E+000, +0.00000000000E+000
+2.69259806250E+009, -6.48398883590E+000, +0.00000000000E+000
+2.69509787500E+009, -6.58327030687E+000, +0.00000000000E+000
+2.69759768750E+009, -6.68558043087E+000, +0.00000000000E+000
+2.70009750000E+009, -6.78799816424E+000, +0.00000000000E+000
+2.70259731250E+009, -6.88838323020E+000, +0.00000000000E+000
+2.70509712500E+009, -6.99109625101E+000, +0.00000000000E+000
+2.70759693750E+009, -7.09795715098E+000, +0.00000000000E+000
+2.71009675000E+009, -7.20234864873E+000, +0.00000000000E+000
+2.71259656250E+009, -7.31172994915E+000, +0.00000000000E+000
+2.71509637500E+009, -7.41645677039E+000, +0.00000000000E+000
+2.71759618750E+009, -7.52540753024E+000, +0.00000000000E+000
+2.72009600000E+009, -7.62973464957E+000, +0.00000000000E+000
+2.72259581250E+009, -7.73958839890E+000, +0.00000000000E+000
+2.72509562500E+009, -7.84751750554E+000, +0.00000000000E+000
+2.72759543750E+009, -7.95578531760E+000, +0.00000000000E+000
+2.73009525000E+009, -8.06365123387E+000, +0.00000000000E+000
+2.73259506250E+009, -8.17435373379E+000, +0.00000000000E+000
+2.73509487500E+009, -8.27981563294E+000, +0.00000000000E+000
+2.73759468750E+009, -8.38366318692E+000, +0.00000000000E+000
+2.74009450000E+009, -8.48324921678E+000, +0.00000000000E+000
+2.74259431250E+009, -8.58511550746E+000, +0.00000000000E+000
+2.74509412500E+009, -8.68180987437E+000, +0.00000000000E+000
+2.74759393750E+009, -8.77413028266E+000, +0.00000000000E+000
+2.75009375000E+009, -8.86567960088E+000, +0.00000000000E+000
+2.75259356250E+009, -8.94719734267E+000, +0.00000000000E+000
+2.75509337500E+009, -9.02562150520E+000, +0.00000000000E+000
+2.75759318750E+009, -9.09422726043E+000, +0.00000000000E+000
+2.76009300000E+009, -9.14948740084E+000, +0.00000000000E+000
+2.76259281250E+009, -9.19575554452E+000, +0.00000000000E+000
+2.76509262500E+009, -9.23480725260E+000, +0.00000000000E+000
+2.76759243750E+009, -9.25518859564E+000, +0.00000000000E+000
+2.77009225000E+009, -9.27113489683E+000, +0.00000000000E+000
+2.77259206250E+009, -9.26837071985E+000, +0.00000000000E+000
+2.77509187500E+009, -9.25647469815E+000, +0.00000000000E+000
+2.77759168750E+009, -9.23413587728E+000, +0.00000000000E+000
+2.78009150000E+009, -9.19771692845E+000, +0.00000000000E+000
+2.78259131250E+009, -9.14852162145E+000, +0.00000000000E+000
+2.78509112500E+009, -9.08676634259E+000, +0.00000000000E+000
+2.78759093750E+009, -9.01211319463E+000, +0.00000000000E+000
+2.79009075000E+009, -8.92766165849E+000, +0.00000000000E+000
+2.79259056250E+009, -8.83213185711E+000, +0.00000000000E+000
+2.79509037500E+009, -8.72663123434E+000, +0.00000000000E+000
+2.79759018750E+009, -8.61743706255E+000, +0.00000000000E+000
+2.80009000000E+009, -8.50066281075E+000, +0.00000000000E+000
+2.80258981250E+009, -8.37889551578E+000, +0.00000000000E+000
+2.80508962500E+009, -8.25627678482E+000, +0.00000000000E+000
+2.80758943750E+009, -8.13322076420E+000, +0.00000000000E+000
+2.81008925000E+009, -8.00372319391E+000, +0.00000000000E+000
+2.81258906250E+009, -7.87619112764E+000, +0.00000000000E+000
+2.81508887500E+009, -7.75777599111E+000, +0.00000000000E+000
+2.81758868750E+009, -7.63903360032E+000, +0.00000000000E+000
+2.82008850000E+009, -7.52742856234E+000, +0.00000000000E+000
+2.82258831250E+009, -7.42092278746E+000, +0.00000000000E+000
+2.82508812500E+009, -7.32011721685E+000, +0.00000000000E+000
+2.82758793750E+009, -7.22707274220E+000, +0.00000000000E+000
+2.83008775000E+009, -7.14179529699E+000, +0.00000000000E+000
+2.83258756250E+009, -7.06404917223E+000, +0.00000000000E+000
+2.83508737500E+009, -6.99475699118E+000, +0.00000000000E+000
+2.83758718750E+009, -6.93138598878E+000, +0.00000000000E+000
+2.84008700000E+009, -6.87697704473E+000, +0.00000000000E+000
+2.84258681250E+009, -6.82902470270E+000, +0.00000000000E+000
+2.84508662500E+009, -6.78892168914E+000, +0.00000000000E+000
+2.84758643750E+009, -6.75726400686E+000, +0.00000000000E+000
+2.85008625000E+009, -6.73245272245E+000, +0.00000000000E+000
+2.85258606250E+009, -6.71479908120E+000, +0.00000000000E+000
+2.85508587500E+009, -6.70348102972E+000, +0.00000000000E+000
+2.85758568750E+009, -6.69813859853E+000, +0.00000000000E+000
+2.86008550000E+009, -6.69963465757E+000, +0.00000000000E+000
+2.86258531250E+009, -6.70915791626E+000, +0.00000000000E+000
+2.86508512500E+009, -6.72228601719E+000, +0.00000000000E+000
+2.86758493750E+009, -6.73698259759E+000, +0.00000000000E+000
+2.87008475000E+009, -6.76045980483E+000, +0.00000000000E+000
+2.87258456250E+009, -6.78723029228E+000, +0.00000000000E+000
+2.87508437500E+009, -6.81646148770E+000, +0.00000000000E+000
+2.87758418750E+009, -6.85276601188E+000, +0.00000000000E+000
+2.88008400000E+009, -6.88987034294E+000, +0.00000000000E+000
+2.88258381250E+009, -6.93156952902E+000, +0.00000000000E+000
+2.88508362500E+009, -6.97662527131E+000, +0.00000000000E+000
+2.88758343750E+009, -7.02644875422E+000, +0.00000000000E+000
+2.89008325000E+009, -7.07304620763E+000, +0.00000000000E+000
+2.89258306250E+009, -7.12537985937E+000, +0.00000000000E+000
+2.89508287500E+009, -7.18013330763E+000, +0.00000000000E+000
+2.89758268750E+009, -7.23460290504E+000, +0.00000000000E+000
+2.90008250000E+009, -7.29451815701E+000, +0.00000000000E+000
+2.90258231250E+009, -7.35363661772E+000, +0.00000000000E+000
+2.90508212500E+009, -7.41694562069E+000, +0.00000000000E+000
+2.90758193750E+009, -7.48256033546E+000, +0.00000000000E+000
+2.91008175000E+009, -7.54697248952E+000, +0.00000000000E+000
+2.91258156250E+009, -7.61367868324E+000, +0.00000000000E+000
+2.91508137500E+009, -7.68082547009E+000, +0.00000000000E+000
+2.91758118750E+009, -7.74656500528E+000, +0.00000000000E+000
+2.92008100000E+009, -7.81287984466E+000, +0.00000000000E+000
+2.92258081250E+009, -7.88377311096E+000, +0.00000000000E+000
+2.92508062500E+009, -7.95095283146E+000, +0.00000000000E+000
+2.92758043750E+009, -8.02445238889E+000, +0.00000000000E+000
+2.93008025000E+009, -8.08965534084E+000, +0.00000000000E+000
+2.93258006250E+009, -8.16132729323E+000, +0.00000000000E+000
+2.93507987500E+009, -8.23442779368E+000, +0.00000000000E+000
+2.93757968750E+009, -8.30588466655E+000, +0.00000000000E+000
+2.94007950000E+009, -8.37383806382E+000, +0.00000000000E+000
+2.94257931250E+009, -8.44717536386E+000, +0.00000000000E+000
+2.94507912500E+009, -8.51731961060E+000, +0.00000000000E+000
+2.94757893750E+009, -8.58921172767E+000, +0.00000000000E+000
+2.95007875000E+009, -8.65910848264E+000, +0.00000000000E+000
+2.95257856250E+009, -8.72903845950E+000, +0.00000000000E+000
+2.95507837500E+009, -8.79977606414E+000, +0.00000000000E+000
+2.95757818750E+009, -8.86675209917E+000, +0.00000000000E+000
+2.96007800000E+009, -8.93019446441E+000, +0.00000000000E+000
+2.96257781250E+009, -8.99513504595E+000, +0.00000000000E+000
+2.96507762500E+009, -9.05804251050E+000, +0.00000000000E+000
+2.96757743750E+009, -9.12116359774E+000, +0.00000000000E+000
+2.97007725000E+009, -9.18045605890E+000, +0.00000000000E+000
+2.97257706250E+009, -9.23380292518E+000, +0.00000000000E+000
+2.97507687500E+009, -9.28887224043E+000, +0.00000000000E+000
+2.97757668750E+009, -9.33724713683E+000, +0.00000000000E+000
+2.98007650000E+009, -9.38232877541E+000, +0.00000000000E+000
+2.98257631250E+009, -9.42512815162E+000, +0.00000000000E+000
+2.98507612500E+009, -9.45909837657E+000, +0.00000000000E+000
+2.98757593750E+009, -9.48604797514E+000, +0.00000000000E+000
+2.99007575000E+009, -9.51227137043E+000, +0.00000000000E+000
+2.99257556250E+009, -9.52717093317E+000, +0.00000000000E+000
+2.99507537500E+009, -9.53999453300E+000, +0.00000000000E+000
+2.99757518750E+009, -9.54693198787E+000, +0.00000000000E+000
+3.00007500000E+009, -9.54543265095E+000, +0.00000000000E+000
+3.00257481250E+009, -9.54319009099E+000, +0.00000000000E+000
+3.00507462500E+009, -9.53427145646E+000, +0.00000000000E+000
+3.00757443750E+009, -9.51962912442E+000, +0.00000000000E+000
+3.01007425000E+009, -9.49778134113E+000, +0.00000000000E+000
+3.01257406250E+009, -9.47770049223E+000, +0.00000000000E+000
+3.01507387500E+009, -9.44667441928E+000, +0.00000000000E+000
+3.01757368750E+009, -9.41708718339E+000, +0.00000000000E+000
+3.02007350000E+009, -9.38553592774E+000, +0.00000000000E+000
+3.02257331250E+009, -9.34958263225E+000, +0.00000000000E+000
+3.02507312500E+009, -9.31317340114E+000, +0.00000000000E+000
+3.02757293750E+009, -9.28165069977E+000, +0.00000000000E+000
+3.03007275000E+009, -9.24963472049E+000, +0.00000000000E+000
+3.03257256250E+009, -9.21839351622E+000, +0.00000000000E+000
+3.03507237500E+009, -9.18826470638E+000, +0.00000000000E+000
+3.03757218750E+009, -9.16188856059E+000, +0.00000000000E+000
+3.04007200000E+009, -9.13707385784E+000, +0.00000000000E+000
+3.04257181250E+009, -9.12456862333E+000, +0.00000000000E+000
+3.04507162500E+009, -9.11336499352E+000, +0.00000000000E+000
+3.04757143750E+009, -9.10956153270E+000, +0.00000000000E+000
+3.05007125000E+009, -9.10916934240E+000, +0.00000000000E+000
+3.05257106250E+009, -9.11615387309E+000, +0.00000000000E+000
+3.05507087500E+009, -9.12648268287E+000, +0.00000000000E+000
+3.05757068750E+009, -9.14148027043E+000, +0.00000000000E+000
+3.06007050000E+009, -9.16502599048E+000, +0.00000000000E+000
+3.06257031250E+009, -9.19261328736E+000, +0.00000000000E+000
+3.06507012500E+009, -9.22380839383E+000, +0.00000000000E+000
+3.06756993750E+009, -9.26048297553E+000, +0.00000000000E+000
+3.07006975000E+009, -9.30326071859E+000, +0.00000000000E+000
+3.07256956250E+009, -9.34803819302E+000, +0.00000000000E+000
+3.07506937500E+009, -9.39803728229E+000, +0.00000000000E+000
+3.07756918750E+009, -9.44782552079E+000, +0.00000000000E+000
+3.08006900000E+009, -9.50860428906E+000, +0.00000000000E+000
+3.08256881250E+009, -9.56517676002E+000, +0.00000000000E+000
+3.08506862500E+009, -9.62803861997E+000, +0.00000000000E+000
+3.08756843750E+009, -9.69478361953E+000, +0.00000000000E+000
+3.09006825000E+009, -9.75707831926E+000, +0.00000000000E+000
+3.09256806250E+009, -9.82522605386E+000, +0.00000000000E+000
+3.09506787500E+009, -9.89562836776E+000, +0.00000000000E+000
+3.09756768750E+009, -9.96507115617E+000, +0.00000000000E+000
+3.10006750000E+009, -1.00415501554E+001, +0.00000000000E+000
+3.10256731250E+009, -1.01118143471E+001, +0.00000000000E+000
+3.10506712500E+009, -1.01877938326E+001, +0.00000000000E+000
+3.10756693750E+009, -1.02594228266E+001, +0.00000000000E+000
+3.11006675000E+009, -1.03381030919E+001, +0.00000000000E+000
+3.11256656250E+009, -1.04129753244E+001, +0.00000000000E+000
+3.11506637500E+009, -1.04894418627E+001, +0.00000000000E+000
+3.11756618750E+009, -1.05653575745E+001, +0.00000000000E+000
+3.12006600000E+009, -1.06403905207E+001, +0.00000000000E+000
+3.12256581250E+009, -1.07163936291E+001, +0.00000000000E+000
+3.12506562500E+009, -1.07934881184E+001, +0.00000000000E+000
+3.12756543750E+009, -1.08723277390E+001, +0.00000000000E+000
+3.13006525000E+009, -1.09471771165E+001, +0.00000000000E+000
+3.13256506250E+009, -1.10220876898E+001, +0.00000000000E+000
+3.13506487500E+009, -1.10993116426E+001, +0.00000000000E+000
+3.13756468750E+009, -1.11749851443E+001, +0.00000000000E+000
+3.14006450000E+009, -1.12498040870E+001, +0.00000000000E+000
+3.14256431250E+009, -1.13281101839E+001, +0.00000000000E+000
+3.14506412500E+009, -1.14023317792E+001, +0.00000000000E+000
+3.14756393750E+009, -1.14767491280E+001, +0.00000000000E+000
+3.15006375000E+009, -1.15535964679E+001, +0.00000000000E+000
